<r>,r
r,r
r,r̞
r,r̥
r,rʲ
r,r̠ 
r,rʱ
<r>,ɾ
ɾ,ɾ
<r>,ɹ
ɹ,ɹ
ɹ,ɹ̝
ɹ,ɹ̝̥
<r>,ʁ
ʁ,ʁ
ʁ,ʁ̞
ʁ,ʁ̥
<r>,ʀ
ʀ,ʀ
ʀ,ʀ̥
<r>,ɻ
ɻ,ɻ
<r>,χ
χ,χ
<r>,ɣ
ɣ,ɣ̞
