<r>,r
r,r
r,r̴
r,rˠ
r,r̝ˠ
r,r̥
<r>,ɹ
ɹ,ɹ
ɹ,ɹ̝
ɹ,ɹ̝ˑ
ɹ,ɹ̝̥
ɹ,ɹ̰
<r>,χ
χ,χ
<r>,ʕ
ʕ,ʕ
<r>,l
l,l
<r>,ɾ
ɾ,ɾ
ɾ,ɾˠ
ɾ,ɾ̥
ɾ,ɾ
ɾ,ʰɾ
ɾ,ɾ̠
<r>,ʁ
ʁ,ʁ
ʁ,ʁ̞
ʁ,ʁ̃
<r>,ʀ
ʀ,ʀ
<r>,h
h,h
<r>,ɰ
ɰ,ɰ
<r>,z
z,z̺
<r>,ħ
ħ,ħ
<r>,ɦ
ɦ,ɦ
<r>,x
x,x
x,x̠
<r>,ɽ
ɽ,ɽ
<r>,ʂ
ʂ,ʂ
ʂ,ʈʂ
<r>,ɣ
ɣ,ɣ
