<r>,ʐ
ʐ,ʐ
ʐ,ʐ̞
ʐ,ʐʂ
ʐ,ɖ͡ʐ
<r>,ɾ
ɾ,ɾ
<r>,ʂ
ʂ,ʂ
ʂ,ʂʐ
<r>,ɻ
ɻ,ɻ
ɻ,ɻ̩ː
ɻ,ɻ̩
ɻ,ɻɽ 
<r>,ɭ
ɭ,ɭ
<r>,r 
r ,r̝
r,rr̥
r,r 
r,rː
r,r̥
<r>,j
j,j
<r>,ɽ
ɽ,ɽ
ɽ,ɽ̥
<r>,ʃ
ʃ,ʃ
<r>,ɹ
ɹ,ɹ
ɹ,d͡ɹ̝
ɹ,ɹ̝
