"Language","ISO_code","Phoible_code","Meaning","Form","Trill","Dataset","Latitude","Longitude","Family","Branch","Area","Continent","Rough.M","rough","R_type","r","l","revision"
"Spanish","spa","spa","pebbly","guijarroso","yes","Google",40,-4,"Indo-European","Italic-Celtic","Europe","W and SW Eurasia",3.8,TRUE,"mixed with trill",TRUE,FALSE,NA
"Spanish","spa","spa","gravelly","lleno de grava","yes","Google",40,-4,"Indo-European","Italic-Celtic","Europe","W and SW Eurasia",4.1,TRUE,"mixed with trill",TRUE,FALSE,NA
"Spanish","spa","spa","ceramic","cerámico","yes","Google",40,-4,"Indo-European","Italic-Celtic","Europe","W and SW Eurasia",-2.5,FALSE,"mixed with trill",TRUE,FALSE,NA
"Spanish","spa","spa","frayed","raído","yes","Google",40,-4,"Indo-European","Italic-Celtic","Europe","W and SW Eurasia",-0.8,FALSE,"mixed with trill",TRUE,FALSE,NA
"Spanish","spa","spa","gelatinous","gelatinoso","yes","Google",40,-4,"Indo-European","Italic-Celtic","Europe","W and SW Eurasia",-4.2,FALSE,"mixed with trill",FALSE,TRUE,NA
"Spanish","spa","spa","bald","calvo","yes","Google",40,-4,"Indo-European","Italic-Celtic","Europe","W and SW Eurasia",-4.1,FALSE,"mixed with trill",FALSE,TRUE,NA
"Spanish","spa","spa","corroded","corroído","yes","Google",40,-4,"Indo-European","Italic-Celtic","Europe","W and SW Eurasia",3.5,TRUE,"mixed with trill",TRUE,FALSE,NA
"Spanish","spa","spa","creamy","cremoso","yes","Google",40,-4,"Indo-European","Italic-Celtic","Europe","W and SW Eurasia",-4.8,FALSE,"mixed with trill",TRUE,FALSE,NA
"Spanish","spa","spa","chalky","gredoso","yes","Google",40,-4,"Indo-European","Italic-Celtic","Europe","W and SW Eurasia",-1.1,FALSE,"mixed with trill",TRUE,FALSE,NA
"Spanish","spa","spa","varnished","barnizado","yes","Google",40,-4,"Indo-European","Italic-Celtic","Europe","W and SW Eurasia",-3.7,FALSE,"mixed with trill",TRUE,FALSE,NA
"Spanish","spa","spa","flat","plano","yes","Google",40,-4,"Indo-European","Italic-Celtic","Europe","W and SW Eurasia",-2.7,FALSE,"mixed with trill",FALSE,TRUE,NA
"Spanish","spa","spa","grimy","mugriento","yes","Google",40,-4,"Indo-European","Italic-Celtic","Europe","W and SW Eurasia",-1.2,FALSE,"mixed with trill",TRUE,FALSE,NA
"Spanish","spa","spa","slimy","baboso","yes","Google",40,-4,"Indo-European","Italic-Celtic","Europe","W and SW Eurasia",-5.2,FALSE,"mixed with trill",FALSE,FALSE,NA
"Spanish","spa","spa","oily","aceitoso","yes","Google",40,-4,"Indo-European","Italic-Celtic","Europe","W and SW Eurasia",-6.2,FALSE,"mixed with trill",FALSE,FALSE,NA
"Spanish","spa","spa","lubricated","lubricado","yes","Google",40,-4,"Indo-European","Italic-Celtic","Europe","W and SW Eurasia",-6.2,FALSE,"mixed with trill",TRUE,TRUE,NA
"Spanish","spa","spa","crumbly","desmoronadizo","yes","Google",40,-4,"Indo-European","Italic-Celtic","Europe","W and SW Eurasia",3.2,TRUE,"mixed with trill",TRUE,FALSE,NA
"Spanish","spa","spa","perforated","perforado","yes","Google",40,-4,"Indo-European","Italic-Celtic","Europe","W and SW Eurasia",0.4,TRUE,"mixed with trill",TRUE,FALSE,NA
"Spanish","spa","spa","scaly","escamoso","yes","Google",40,-4,"Indo-European","Italic-Celtic","Europe","W and SW Eurasia",1.9,TRUE,"mixed with trill",FALSE,FALSE,NA
"Spanish","spa","spa","dusty","polvoriento","yes","Google",40,-4,"Indo-European","Italic-Celtic","Europe","W and SW Eurasia",-0.8,FALSE,"mixed with trill",TRUE,TRUE,NA
"Spanish","spa","spa","cracked","agrietado","yes","Google",40,-4,"Indo-European","Italic-Celtic","Europe","W and SW Eurasia",3.5,TRUE,"mixed with trill",TRUE,FALSE,NA
"Spanish","spa","spa","rugged","escabroso","yes","Google",40,-4,"Indo-European","Italic-Celtic","Europe","W and SW Eurasia",4,TRUE,"mixed with trill",TRUE,FALSE,NA
"Spanish","spa","spa","ragged","harapiento","yes","Google",40,-4,"Indo-European","Italic-Celtic","Europe","W and SW Eurasia",3.3,TRUE,"mixed with trill",TRUE,FALSE,NA
"Spanish","spa","spa","fibrous","fibroso","yes","Google",40,-4,"Indo-European","Italic-Celtic","Europe","W and SW Eurasia",2.3,TRUE,"mixed with trill",TRUE,FALSE,NA
"Spanish","spa","spa","silky","sedoso","yes","Google",40,-4,"Indo-European","Italic-Celtic","Europe","W and SW Eurasia",-5.9,FALSE,"mixed with trill",FALSE,FALSE,NA
"Spanish","spa","spa","bristly","erizado","yes","Google",40,-4,"Indo-European","Italic-Celtic","Europe","W and SW Eurasia",4.4,TRUE,"mixed with trill",TRUE,FALSE,NA
"Spanish","spa","spa","grainy","granoso","yes","Google",40,-4,"Indo-European","Italic-Celtic","Europe","W and SW Eurasia",3.9,TRUE,"mixed with trill",TRUE,FALSE,NA
"Spanish","spa","spa","disjointed","inconexo","yes","Google",40,-4,"Indo-European","Italic-Celtic","Europe","W and SW Eurasia",2.7,TRUE,"mixed with trill",FALSE,FALSE,NA
"Spanish","spa","spa","rocky","rocoso","yes","Google",40,-4,"Indo-European","Italic-Celtic","Europe","W and SW Eurasia",4.8,TRUE,"mixed with trill",TRUE,FALSE,NA
"Spanish","spa","spa","furry","peludo","yes","Google",40,-4,"Indo-European","Italic-Celtic","Europe","W and SW Eurasia",-2.8,FALSE,"mixed with trill",FALSE,TRUE,NA
"Spanish","spa","spa","feathered","plumado","yes","Google",40,-4,"Indo-European","Italic-Celtic","Europe","W and SW Eurasia",-4.6,FALSE,"mixed with trill",FALSE,TRUE,NA
"Spanish","spa","spa","blunt","embotar","yes","Google",40,-4,"Indo-European","Italic-Celtic","Europe","W and SW Eurasia",0.5,TRUE,"mixed with trill",TRUE,FALSE,NA
"Spanish","spa","spa","thorny","espinoso","yes","Google",40,-4,"Indo-European","Italic-Celtic","Europe","W and SW Eurasia",5.8,TRUE,"mixed with trill",FALSE,FALSE,NA
"Spanish","spa","spa","glassy","vidrioso","yes","Google",40,-4,"Indo-European","Italic-Celtic","Europe","W and SW Eurasia",-4.3,FALSE,"mixed with trill",TRUE,FALSE,NA
"Spanish","spa","spa","waxy","de cera","yes","Google",40,-4,"Indo-European","Italic-Celtic","Europe","W and SW Eurasia",-3.6,FALSE,"mixed with trill",TRUE,FALSE,NA
"Spanish","spa","spa","greasy","grasiento","yes","Google",40,-4,"Indo-European","Italic-Celtic","Europe","W and SW Eurasia",-5.1,FALSE,"mixed with trill",TRUE,FALSE,NA
"Estonian","est","est","lacy","pitsiline","yes","Google",59,26,"Uralic","Finno-Ugric","Inner Asia","N-C Asia",-1.4,FALSE,NA,FALSE,TRUE,"trilled"
"Estonian","est","est","abrasive","abrasiivne","yes","Google",59,26,"Uralic","Finno-Ugric","Inner Asia","N-C Asia",6.3,TRUE,NA,TRUE,FALSE,"trilled"
"Estonian","est","est","coarse","jäme","yes","Google",59,26,"Uralic","Finno-Ugric","Inner Asia","N-C Asia",5.4,TRUE,NA,FALSE,FALSE,"trilled"
"Estonian","est","est","textured","tekstureeritud","yes","Google",59,26,"Uralic","Finno-Ugric","Inner Asia","N-C Asia",0.8,TRUE,NA,TRUE,FALSE,"trilled"
"Estonian","est","est","wooden","puidust","yes","Google",59,26,"Uralic","Finno-Ugric","Inner Asia","N-C Asia",1.3,TRUE,NA,FALSE,FALSE,"trilled"
"Estonian","est","est","metallic","metalliline","yes","Google",59,26,"Uralic","Finno-Ugric","Inner Asia","N-C Asia",-1.9,FALSE,NA,FALSE,TRUE,"trilled"
"Estonian","est","est","shiny","läikiv","yes","Google",59,26,"Uralic","Finno-Ugric","Inner Asia","N-C Asia",-4.2,FALSE,NA,FALSE,TRUE,"trilled"
"Estonian","est","est","polished","lihvitud","yes","Google",59,26,"Uralic","Finno-Ugric","Inner Asia","N-C Asia",-5.3,FALSE,NA,FALSE,TRUE,"trilled"
"Estonian","est","est","painted","värvitud","yes","Google",59,26,"Uralic","Finno-Ugric","Inner Asia","N-C Asia",-3,FALSE,NA,TRUE,FALSE,"trilled"
"Estonian","est","est","sandy","liivane","yes","Google",59,26,"Uralic","Finno-Ugric","Inner Asia","N-C Asia",3.9,TRUE,NA,FALSE,TRUE,"trilled"
"Estonian","est","est","dented","denud","yes","Google",59,26,"Uralic","Finno-Ugric","Inner Asia","N-C Asia",2.4,TRUE,NA,FALSE,FALSE,"trilled"
"Estonian","est","est","ceramic","keraamiline","yes","Google",59,26,"Uralic","Finno-Ugric","Inner Asia","N-C Asia",-2.5,FALSE,NA,TRUE,TRUE,"trilled"
"Estonian","est","est","crusty","koorikas","yes","Google",59,26,"Uralic","Finno-Ugric","Inner Asia","N-C Asia",2.9,TRUE,NA,TRUE,FALSE,"trilled"
"Estonian","est","est","gelatinous","želatiinne","yes","Google",59,26,"Uralic","Finno-Ugric","Inner Asia","N-C Asia",-4.2,FALSE,NA,FALSE,TRUE,"trilled"
"Estonian","est","est","bald","kiilas","yes","Google",59,26,"Uralic","Finno-Ugric","Inner Asia","N-C Asia",-4.1,FALSE,NA,FALSE,TRUE,"trilled"
"Estonian","est","est","creamy","kreemjas","yes","Google",59,26,"Uralic","Finno-Ugric","Inner Asia","N-C Asia",-4.8,FALSE,NA,TRUE,FALSE,"trilled"
"Estonian","est","est","flat","korter","yes","Google",59,26,"Uralic","Finno-Ugric","Inner Asia","N-C Asia",-2.7,FALSE,NA,TRUE,FALSE,"trilled"
"Estonian","est","est","etched","söövitatud","yes","Google",59,26,"Uralic","Finno-Ugric","Inner Asia","N-C Asia",2.8,TRUE,NA,FALSE,FALSE,"trilled"
"Estonian","est","est","oily","õline","yes","Google",59,26,"Uralic","Finno-Ugric","Inner Asia","N-C Asia",-6.2,FALSE,NA,FALSE,TRUE,"trilled"
"Estonian","est","est","lubricated","määritud","yes","Google",59,26,"Uralic","Finno-Ugric","Inner Asia","N-C Asia",-6.2,FALSE,NA,TRUE,FALSE,"trilled"
"Estonian","est","est","perforated","perforeeritud","yes","Google",59,26,"Uralic","Finno-Ugric","Inner Asia","N-C Asia",0.4,TRUE,NA,TRUE,FALSE,"trilled"
"Estonian","est","est","cracked","krakitud","yes","Google",59,26,"Uralic","Finno-Ugric","Inner Asia","N-C Asia",3.5,TRUE,NA,TRUE,FALSE,"trilled"
"Estonian","est","est","crisp","karge","yes","Google",59,26,"Uralic","Finno-Ugric","Inner Asia","N-C Asia",2,TRUE,NA,TRUE,FALSE,"trilled"
"Estonian","est","est","fibrous","kiuline","yes","Google",59,26,"Uralic","Finno-Ugric","Inner Asia","N-C Asia",2.3,TRUE,NA,FALSE,TRUE,"trilled"
"Estonian","est","est","silky","siidine","yes","Google",59,26,"Uralic","Finno-Ugric","Inner Asia","N-C Asia",-5.9,FALSE,NA,FALSE,FALSE,"trilled"
"Estonian","est","est","smooth","sile","yes","Google",59,26,"Uralic","Finno-Ugric","Inner Asia","N-C Asia",-6.9,FALSE,NA,FALSE,TRUE,"trilled"
"Estonian","est","est","sleek","klanitud","yes","Google",59,26,"Uralic","Finno-Ugric","Inner Asia","N-C Asia",-4.6,FALSE,NA,FALSE,TRUE,"trilled"
"Estonian","est","est","slick","õlilaik","yes","Google",59,26,"Uralic","Finno-Ugric","Inner Asia","N-C Asia",-5.5,FALSE,NA,FALSE,TRUE,"trilled"
"Estonian","est","est","grainy","teraline","yes","Google",59,26,"Uralic","Finno-Ugric","Inner Asia","N-C Asia",3.9,TRUE,NA,TRUE,TRUE,"trilled"
"Estonian","est","est","rocky","kivine","yes","Google",59,26,"Uralic","Finno-Ugric","Inner Asia","N-C Asia",4.8,TRUE,NA,FALSE,FALSE,"trilled"
"Estonian","est","est","hairy","karvane","yes","Google",59,26,"Uralic","Finno-Ugric","Inner Asia","N-C Asia",0,TRUE,NA,TRUE,FALSE,"trilled"
"Estonian","est","est","woven","kootud","yes","Google",59,26,"Uralic","Finno-Ugric","Inner Asia","N-C Asia",-0.2,FALSE,NA,FALSE,FALSE,"trilled"
"Estonian","est","est","blunt","nüri","yes","Google",59,26,"Uralic","Finno-Ugric","Inner Asia","N-C Asia",0.5,TRUE,NA,TRUE,FALSE,"trilled"
"Estonian","est","est","glassy","klaasjas","yes","Google",59,26,"Uralic","Finno-Ugric","Inner Asia","N-C Asia",-4.3,FALSE,NA,FALSE,TRUE,"trilled"
"Estonian","est","est","waxy","vahajas","yes","Google",59,26,"Uralic","Finno-Ugric","Inner Asia","N-C Asia",-3.6,FALSE,NA,FALSE,FALSE,"trilled"
"Estonian","est","est","greasy","rasvane","yes","Google",59,26,"Uralic","Finno-Ugric","Inner Asia","N-C Asia",-5.1,FALSE,NA,TRUE,FALSE,"trilled"
"Basque","eus","eus","velvety","belusatua","yes","Google",43,-3,"Basque",NA,"Europe","W and SW Eurasia",-5.3,FALSE,"mixed with trill",FALSE,TRUE,"OUT"
"Basque","eus","eus","fuzzy","lausoak","yes","Google",43,-3,"Basque",NA,"Europe","W and SW Eurasia",-1.6,FALSE,"mixed with trill",FALSE,TRUE,"OUT"
"Basque","eus","eus","abrasive","urratzailea","yes","Google",43,-3,"Basque",NA,"Europe","W and SW Eurasia",6.3,TRUE,"mixed with trill",TRUE,TRUE,"OUT"
"Basque","eus","eus","slippery","irristakor","yes","Google",43,-3,"Basque",NA,"Europe","W and SW Eurasia",-6.2,FALSE,"mixed with trill",TRUE,FALSE,"OUT"
"Basque","eus","eus","rough","zakarra","yes","Google",43,-3,"Basque",NA,"Europe","W and SW Eurasia",6.2,TRUE,"mixed with trill",TRUE,FALSE,"OUT"
"Basque","eus","eus","metallic","metalikoa","yes","Google",43,-3,"Basque",NA,"Europe","W and SW Eurasia",-1.9,FALSE,"mixed with trill",FALSE,TRUE,"OUT"
"Basque","eus","eus","shiny","distiratsua","yes","Google",43,-3,"Basque",NA,"Europe","W and SW Eurasia",-4.2,FALSE,"mixed with trill",TRUE,FALSE,"OUT"
"Basque","eus","eus","polished","leundutako","yes","Google",43,-3,"Basque",NA,"Europe","W and SW Eurasia",-5.3,FALSE,"mixed with trill",FALSE,TRUE,"OUT"
"Basque","eus","eus","fine","fina","yes","Google",43,-3,"Basque",NA,"Europe","W and SW Eurasia",-5.2,FALSE,"mixed with trill",FALSE,FALSE,"OUT"
"Basque","eus","eus","serrated","zerratuak","yes","Google",43,-3,"Basque",NA,"Europe","W and SW Eurasia",4,TRUE,"mixed with trill",TRUE,FALSE,"OUT"
"Basque","eus","eus","sandy","hondarrezko","yes","Google",43,-3,"Basque",NA,"Europe","W and SW Eurasia",3.9,TRUE,"mixed with trill",TRUE,FALSE,"OUT"
"Basque","eus","eus","firm","irmo","yes","Google",43,-3,"Basque",NA,"Europe","W and SW Eurasia",4.2,TRUE,"mixed with trill",TRUE,FALSE,"OUT"
"Basque","eus","eus","ceramic","zeramikazko","yes","Google",43,-3,"Basque",NA,"Europe","W and SW Eurasia",-2.5,FALSE,"mixed with trill",TRUE,FALSE,"OUT"
"Basque","eus","eus","bald","burusoila","yes","Google",43,-3,"Basque",NA,"Europe","W and SW Eurasia",-4.1,FALSE,"mixed with trill",TRUE,TRUE,"OUT"
"Basque","eus","eus","creamy","krematsuak","yes","Google",43,-3,"Basque",NA,"Europe","W and SW Eurasia",-4.8,FALSE,"mixed with trill",TRUE,FALSE,"OUT"
"Basque","eus","eus","varnished","bernizatu","yes","Google",43,-3,"Basque",NA,"Europe","W and SW Eurasia",-3.7,FALSE,"mixed with trill",TRUE,FALSE,"OUT"
"Basque","eus","eus","flat","laua","yes","Google",43,-3,"Basque",NA,"Europe","W and SW Eurasia",-2.7,FALSE,"mixed with trill",FALSE,TRUE,"OUT"
"Basque","eus","eus","harsh","gogorretan","yes","Google",43,-3,"Basque",NA,"Europe","W and SW Eurasia",5.5,TRUE,"mixed with trill",TRUE,FALSE,"OUT"
"Basque","eus","eus","lubricated","lubrikatutako","yes","Google",43,-3,"Basque",NA,"Europe","W and SW Eurasia",-6.2,FALSE,"mixed with trill",TRUE,TRUE,"OUT"
"Basque","eus","eus","perforated","zulatua","yes","Google",43,-3,"Basque",NA,"Europe","W and SW Eurasia",0.4,TRUE,"mixed with trill",FALSE,TRUE,"OUT"
"Basque","eus","eus","dusty","hautsez","yes","Google",43,-3,"Basque",NA,"Europe","W and SW Eurasia",-0.8,FALSE,"mixed with trill",FALSE,FALSE,"OUT"
"Basque","eus","eus","cracked","pitzatu","yes","Google",43,-3,"Basque",NA,"Europe","W and SW Eurasia",3.5,TRUE,"mixed with trill",FALSE,FALSE,"OUT"
"Basque","eus","eus","rugged","malkartsua","yes","Google",43,-3,"Basque",NA,"Europe","W and SW Eurasia",4,TRUE,"mixed with trill",TRUE,TRUE,"OUT"
"Basque","eus","eus","smooth","leuna","yes","Google",43,-3,"Basque",NA,"Europe","W and SW Eurasia",-6.9,FALSE,"mixed with trill",FALSE,TRUE,"OUT"
"Basque","eus","eus","rocky","harritsuak","yes","Google",43,-3,"Basque",NA,"Europe","W and SW Eurasia",4.8,TRUE,"mixed with trill",TRUE,FALSE,"OUT"
"Basque","eus","eus","woven","ehundutako","yes","Google",43,-3,"Basque",NA,"Europe","W and SW Eurasia",-0.2,FALSE,"mixed with trill",FALSE,FALSE,"OUT"
"Basque","eus","eus","feathered","lumadun","yes","Google",43,-3,"Basque",NA,"Europe","W and SW Eurasia",-4.6,FALSE,"mixed with trill",FALSE,TRUE,"OUT"
"Persian","pes","pes","bubbly","شامپانی","yes","Google",34,52,"Indo-European","Indo-Iranian","Greater Mesopotamia","W and SW Eurasia",-3.3,FALSE,"trill",FALSE,FALSE,NA
"Persian","pes","pes","abrasive","ساینده","yes","Google",34,52,"Indo-European","Indo-Iranian","Greater Mesopotamia","W and SW Eurasia",6.3,TRUE,"trill",FALSE,FALSE,NA
"Persian","pes","pes","bony","استخوانی","yes","Google",34,52,"Indo-European","Indo-Iranian","Greater Mesopotamia","W and SW Eurasia",2.5,TRUE,"trill",FALSE,FALSE,NA
"Persian","pes","pes","slippery","لغزنده","yes","Google",34,52,"Indo-European","Indo-Iranian","Greater Mesopotamia","W and SW Eurasia",-6.2,FALSE,"trill",FALSE,TRUE,NA
"Persian","pes","pes","coarse","درشت","yes","Google",34,52,"Indo-European","Indo-Iranian","Greater Mesopotamia","W and SW Eurasia",5.4,TRUE,"trill",TRUE,FALSE,NA
"Persian","pes","pes","wooden","چوبی","yes","Google",34,52,"Indo-European","Indo-Iranian","Greater Mesopotamia","W and SW Eurasia",1.3,TRUE,"trill",FALSE,FALSE,NA
"Persian","pes","pes","polished","جلا","yes","Google",34,52,"Indo-European","Indo-Iranian","Greater Mesopotamia","W and SW Eurasia",-5.3,FALSE,"trill",FALSE,TRUE,NA
"Persian","pes","pes","painted","نقاشی شده","yes","Google",34,52,"Indo-European","Indo-Iranian","Greater Mesopotamia","W and SW Eurasia",-3,FALSE,"trill",FALSE,FALSE,NA
"Persian","pes","pes","bumpy","پر از دست انداز","yes","Google",34,52,"Indo-European","Indo-Iranian","Greater Mesopotamia","W and SW Eurasia",3.3,TRUE,"trill",TRUE,FALSE,NA
"Persian","pes","pes","sandy","شنی","yes","Google",34,52,"Indo-European","Indo-Iranian","Greater Mesopotamia","W and SW Eurasia",3.9,TRUE,"trill",FALSE,FALSE,NA
"Persian","pes","pes","ceramic","سرامیک","yes","Google",34,52,"Indo-European","Indo-Iranian","Greater Mesopotamia","W and SW Eurasia",-2.5,FALSE,"trill",TRUE,FALSE,NA
"Persian","pes","pes","creamy","خامه ای","yes","Google",34,52,"Indo-European","Indo-Iranian","Greater Mesopotamia","W and SW Eurasia",-4.8,FALSE,"trill",FALSE,FALSE,NA
"Persian","pes","pes","flat","تخت","yes","Google",34,52,"Indo-European","Indo-Iranian","Greater Mesopotamia","W and SW Eurasia",-2.7,FALSE,"trill",FALSE,FALSE,NA
"Persian","pes","pes","perforated","سوراخ سوراخ","yes","Google",34,52,"Indo-European","Indo-Iranian","Greater Mesopotamia","W and SW Eurasia",0.4,TRUE,"trill",TRUE,FALSE,NA
"Persian","pes","pes","dusty","گرد و خاکی","yes","Google",34,52,"Indo-European","Indo-Iranian","Greater Mesopotamia","W and SW Eurasia",-0.8,FALSE,"trill",TRUE,FALSE,NA
"Persian","pes","pes","cracked","ترک خورده","yes","Google",34,52,"Indo-European","Indo-Iranian","Greater Mesopotamia","W and SW Eurasia",3.5,TRUE,"trill",TRUE,FALSE,NA
"Persian","pes","pes","silky","ابریشمی","yes","Google",34,52,"Indo-European","Indo-Iranian","Greater Mesopotamia","W and SW Eurasia",-5.9,FALSE,"trill",TRUE,FALSE,NA
"Persian","pes","pes","smooth","صاف","yes","Google",34,52,"Indo-European","Indo-Iranian","Greater Mesopotamia","W and SW Eurasia",-6.9,FALSE,"trill",FALSE,FALSE,NA
"Persian","pes","pes","rocky","سنگی","yes","Google",34,52,"Indo-European","Indo-Iranian","Greater Mesopotamia","W and SW Eurasia",4.8,TRUE,"trill",FALSE,FALSE,NA
"Persian","pes","pes","hairy","مودار","yes","Google",34,52,"Indo-European","Indo-Iranian","Greater Mesopotamia","W and SW Eurasia",0,TRUE,"trill",TRUE,FALSE,NA
"Persian","pes","pes","furry","خزدار","yes","Google",34,52,"Indo-European","Indo-Iranian","Greater Mesopotamia","W and SW Eurasia",-2.8,FALSE,"trill",TRUE,FALSE,NA
"Persian","pes","pes","woven","بافته شده","yes","Google",34,52,"Indo-European","Indo-Iranian","Greater Mesopotamia","W and SW Eurasia",-0.2,FALSE,"trill",FALSE,FALSE,NA
"Persian","pes","pes","greasy","چرب","yes","Google",34,52,"Indo-European","Indo-Iranian","Greater Mesopotamia","W and SW Eurasia",-5.1,FALSE,"trill",TRUE,FALSE,NA
"Finnish","fin","fin","ridged","uurteinen","yes","Google",62,25,"Uralic","Finno-Ugric","Inner Asia","N-C Asia",3.1,TRUE,"trill",TRUE,FALSE,"trilled"
"Finnish","fin","fin","velvety","samettinen","yes","Google",62,25,"Uralic","Finno-Ugric","Inner Asia","N-C Asia",-5.3,FALSE,"trill",FALSE,FALSE,"trilled"
"Finnish","fin","fin","coated","päällystetty","yes","Google",62,25,"Uralic","Finno-Ugric","Inner Asia","N-C Asia",-2.8,FALSE,"trill",FALSE,TRUE,"trilled"
"Finnish","fin","fin","fuzzy","sumea","yes","Google",62,25,"Uralic","Finno-Ugric","Inner Asia","N-C Asia",-1.6,FALSE,"trill",FALSE,FALSE,"trilled"
"Finnish","fin","fin","ribbed","joustin","yes","Google",62,25,"Uralic","Finno-Ugric","Inner Asia","N-C Asia",3.4,TRUE,"trill",FALSE,FALSE,"trilled"
"Finnish","fin","fin","stubbly","sänkinen","yes","Google",62,25,"Uralic","Finno-Ugric","Inner Asia","N-C Asia",5,TRUE,"trill",FALSE,FALSE,"trilled"
"Finnish","fin","fin","bubbly","kupliva","yes","Google",62,25,"Uralic","Finno-Ugric","Inner Asia","N-C Asia",-3.3,FALSE,"trill",FALSE,TRUE,"trilled"
"Finnish","fin","fin","gnarled","ryhmyinen","yes","Google",62,25,"Uralic","Finno-Ugric","Inner Asia","N-C Asia",4.4,TRUE,"trill",TRUE,FALSE,"trilled"
"Finnish","fin","fin","lacy","pitsimäinen","yes","Google",62,25,"Uralic","Finno-Ugric","Inner Asia","N-C Asia",-1.4,FALSE,"trill",FALSE,FALSE,"trilled"
"Finnish","fin","fin","abrasive","hiova","yes","Google",62,25,"Uralic","Finno-Ugric","Inner Asia","N-C Asia",6.3,TRUE,"trill",FALSE,FALSE,"trilled"
"Finnish","fin","fin","bony","luinen","yes","Google",62,25,"Uralic","Finno-Ugric","Inner Asia","N-C Asia",2.5,TRUE,"trill",FALSE,TRUE,"trilled"
"Finnish","fin","fin","slippery","liukas","yes","Google",62,25,"Uralic","Finno-Ugric","Inner Asia","N-C Asia",-6.2,FALSE,"trill",FALSE,TRUE,"trilled"
"Finnish","fin","fin","lumpy","möykkyinen","yes","Google",62,25,"Uralic","Finno-Ugric","Inner Asia","N-C Asia",2.9,TRUE,"trill",FALSE,FALSE,"trilled"
"Finnish","fin","fin","knobby","kuhmurainen","yes","Google",62,25,"Uralic","Finno-Ugric","Inner Asia","N-C Asia",2.6,TRUE,"trill",TRUE,FALSE,"trilled"
"Finnish","fin","fin","coarse","karkea","yes","Google",62,25,"Uralic","Finno-Ugric","Inner Asia","N-C Asia",5.4,TRUE,"trill",TRUE,FALSE,"trilled"
"Finnish","fin","fin","jagged","rosoinen","yes","Google",62,25,"Uralic","Finno-Ugric","Inner Asia","N-C Asia",6.3,TRUE,"trill",TRUE,FALSE,"trilled"
"Finnish","fin","fin","wooden","puinen","yes","Google",62,25,"Uralic","Finno-Ugric","Inner Asia","N-C Asia",1.3,TRUE,"trill",FALSE,FALSE,"trilled"
"Finnish","fin","fin","shiny","kiiltävä","yes","Google",62,25,"Uralic","Finno-Ugric","Inner Asia","N-C Asia",-4.2,FALSE,"trill",FALSE,TRUE,"trilled"
"Finnish","fin","fin","painted","maalannut","yes","Google",62,25,"Uralic","Finno-Ugric","Inner Asia","N-C Asia",-3,FALSE,"trill",FALSE,TRUE,"trilled"
"Finnish","fin","fin","fine","hieno","yes","Google",62,25,"Uralic","Finno-Ugric","Inner Asia","N-C Asia",-5.2,FALSE,"trill",FALSE,FALSE,"trilled"
"Finnish","fin","fin","sequined","paljetein koristeltu","yes","Google",62,25,"Uralic","Finno-Ugric","Inner Asia","N-C Asia",3.3,TRUE,"trill",TRUE,TRUE,"trilled"
"Finnish","fin","fin","serrated","sahalaitainen","yes","Google",62,25,"Uralic","Finno-Ugric","Inner Asia","N-C Asia",4,TRUE,"trill",FALSE,TRUE,"trilled"
"Finnish","fin","fin","bumpy","kuoppainen","yes","Google",62,25,"Uralic","Finno-Ugric","Inner Asia","N-C Asia",3.3,TRUE,"trill",FALSE,FALSE,"trilled"
"Finnish","fin","fin","beaded","helmillä koristeltu","yes","Google",62,25,"Uralic","Finno-Ugric","Inner Asia","N-C Asia",3,TRUE,"trill",TRUE,TRUE,"trilled"
"Finnish","fin","fin","crumpled","rypistynyt","yes","Google",62,25,"Uralic","Finno-Ugric","Inner Asia","N-C Asia",3.1,TRUE,"trill",TRUE,FALSE,"trilled"
"Finnish","fin","fin","sandy","hiekkainen","yes","Google",62,25,"Uralic","Finno-Ugric","Inner Asia","N-C Asia",3.9,TRUE,"trill",FALSE,FALSE,"trilled"
"Finnish","fin","fin","icy","jäinen","yes","Google",62,25,"Uralic","Finno-Ugric","Inner Asia","N-C Asia",-4.3,FALSE,"trill",FALSE,FALSE,"trilled"
"Finnish","fin","fin","scratchy","rahiseva","yes","Google",62,25,"Uralic","Finno-Ugric","Inner Asia","N-C Asia",5,TRUE,"trill",TRUE,FALSE,"trilled"
"Finnish","fin","fin","pebbly","someroinen","yes","Google",62,25,"Uralic","Finno-Ugric","Inner Asia","N-C Asia",3.8,TRUE,"trill",TRUE,FALSE,"trilled"
"Finnish","fin","fin","gravelly","sorainen","yes","Google",62,25,"Uralic","Finno-Ugric","Inner Asia","N-C Asia",4.1,TRUE,"trill",TRUE,FALSE,"trilled"
"Finnish","fin","fin","ceramic","keraaminen","yes","Google",62,25,"Uralic","Finno-Ugric","Inner Asia","N-C Asia",-2.5,FALSE,"trill",TRUE,FALSE,"trilled"
"Finnish","fin","fin","crusty","kärttyisä","yes","Google",62,25,"Uralic","Finno-Ugric","Inner Asia","N-C Asia",2.9,TRUE,"trill",TRUE,FALSE,"trilled"
"Finnish","fin","fin","gelatinous","hyytelömäinen","yes","Google",62,25,"Uralic","Finno-Ugric","Inner Asia","N-C Asia",-4.2,FALSE,"trill",FALSE,TRUE,"trilled"
