ID	LG_ID	DOCULECT	LG_FILEPATHPART	GLOTTOCODE	LONGITUDE	LATITUDE	STUDYIX	FAMILYIX	COGID	IXMORPHINSTANCE	CONCEPT	CONCEPTICON_ID	IPA	TOKENS	ALIGNMENT	SPELLINGALTV1
1	13821000008	Latvian: Std	BSv_Blt_Lat_Std_Std	latv1249	24.10639	56.94889	1	3	1	0	three	0	tɾiːs		0	trīs
2	13821000008	Latvian: Std	BSv_Blt_Lat_Std_Std	latv1249	24.10639	56.94889	1	3	1	0	four	0	ˈtʃɛtɾɪ		0	četri
3	13821000008	Latvian: Std	BSv_Blt_Lat_Std_Std	latv1249	24.10639	56.94889	1	3	1	0	long	0	ɡɐ̟ɾʃ		0	garš
4	13821000008	Latvian: Std	BSv_Blt_Lat_Std_Std	latv1249	24.10639	56.94889	1	3	1	0	wide	0	pɫɐ̠ts		0	plats
5	13821000008	Latvian: Std	BSv_Blt_Lat_Std_Std	latv1249	24.10639	56.94889	1	3	1	0	sharp	0	ˈɑ̟sːɐ̞		0	asa
6	13821000008	Latvian: Std	BSv_Blt_Lat_Std_Std	latv1249	24.10639	56.94889	1	3	1	0	old	0	væ̠tsː		0	vecs
7	13821000008	Latvian: Std	BSv_Blt_Lat_Std_Std	latv1249	24.10639	56.94889	1	3	1	0	alive	0	dziːfs		0	dzīvs
8	13821000008	Latvian: Std	BSv_Blt_Lat_Std_Std	latv1249	24.10639	56.94889	1	3	1	0	good	0	ɫɑ̟ps		0	labs  [all neut=masc]
9	13821000008	Latvian: Std	BSv_Blt_Lat_Std_Std	latv1249	24.10639	56.94889	1	3	1	0	true	0	ˈpɑ̟tɪje̞s		0	patiess
10	13821000008	Latvian: Std	BSv_Blt_Lat_Std_Std	latv1249	24.10639	56.94889	1	3	1	0	hot	0	ˈkɑ̟rstɐ̞		0	karsta
11	13821000008	Latvian: Std	BSv_Blt_Lat_Std_Std	latv1249	24.10639	56.94889	1	3	1	0	wet	0	sɫɑ̟pʃ		0	slapjš
12	13821000008	Latvian: Std	BSv_Blt_Lat_Std_Std	latv1249	24.10639	56.94889	1	3	1	0	on the left	0	pɑ̟̆ˈkɾɛɪ̆sɪ		0	pa kreisi
13	13821000008	Latvian: Std	BSv_Blt_Lat_Std_Std	latv1249	24.10639	56.94889	1	3	1	0	tears	0	ˈɑ̟sɛ̠ɾəs		0	asaras
14	13821000008	Latvian: Std	BSv_Blt_Lat_Std_Std	latv1249	24.10639	56.94889	1	3	1	0	beard	0	ˈbɑːɾda̠		0	bārda
15	13821000008	Latvian: Std	BSv_Blt_Lat_Std_Std	latv1249	24.10639	56.94889	1	3	1	0	hands	0	ˈɾu.ɔkɐs		0	rokas
16	13821000008	Latvian: Std	BSv_Blt_Lat_Std_Std	latv1249	24.10639	56.94889	1	3	1	0	blood	0	ˈɑ̟sɘ̟nɘ̟s		0	asinis
17	13821000008	Latvian: Std	BSv_Blt_Lat_Std_Std	latv1249	24.10639	56.94889	1	3	1	0	heart	0	sɘ̟rtʰ		0	sirds
18	13821000008	Latvian: Std	BSv_Blt_Lat_Std_Std	latv1249	24.10639	56.94889	1	3	1	0	brother	0	ˈbɾɑ̟ːɫɘ̟s		0	brālis
