LanguageId,LanguageName,Latitude,Longitude,WordId,WordModernName1,WordModernName2,WordProtoName1,WordProtoName2,Phonetic,SpellingAltv1,SpellingAltv2,NotCognateWithMainWordInThisFamily
48741151109,"V’ënen Taute: Alpalak",-15.99722,167.1825,7010,black,blak,blak,,-n̼t,,,0
48741151109,"V’ënen Taute: Alpalak",-15.99722,167.1825,7020,white,waet,waet,,-tvwɔ,,,0
48741151109,"V’ënen Taute: Alpalak",-15.99722,167.1825,7030,red,red,red,,-m’iɛL,,,0
48741151109,"V’ënen Taute: Alpalak",-15.99722,167.1825,7040,green,grin,grin,,..,,,0
48741151109,"V’ënen Taute: Alpalak",-15.99722,167.1825,7050,yellow,yalo,yalo,,-wəs,,,0
48741153209,"V’ënen Taute: Benenavet",-16.02038,167.17671,7010,black,blak,blak,,imɪt,,,0
48741153209,"V’ënen Taute: Benenavet",-16.02038,167.17671,7020,white,waet,waet,,itəva,,,0
48741153209,"V’ënen Taute: Benenavet",-16.02038,167.17671,7030,red,red,red,,..,,,0
48741153209,"V’ënen Taute: Benenavet",-16.02038,167.17671,7040,green,grin,grin,,..,,,0
48741153209,"V’ënen Taute: Benenavet",-16.02038,167.17671,7050,yellow,yalo,yalo,,..,,,0
48741155209,"V’ënen Taute: Benmara",-16.05552,167.23261,7010,black,blak,blak,,i-mɪð̼,,,0
48741155209,"V’ënen Taute: Benmara",-16.05552,167.23261,7020,white,waet,waet,,i-tfa,,,0
48741155209,"V’ënen Taute: Benmara",-16.05552,167.23261,7030,red,red,red,,i-miɛl,,,0
48741155209,"V’ënen Taute: Benmara",-16.05552,167.23261,7040,green,grin,grin,,..,,,0
48741155209,"V’ënen Taute: Benmara",-16.05552,167.23261,7050,yellow,yalo,yalo,,i-wɛs,,,0
48741157409,"V’ënen Taute: Unmet",-16.15371,167.26022,7010,black,blak,blak,,i-mɪt,,,0
48741157409,"V’ënen Taute: Unmet",-16.15371,167.26022,7020,white,waet,waet,,i-tfa,,,0
48741157409,"V’ënen Taute: Unmet",-16.15371,167.26022,7030,red,red,red,,i-miɛl,,,0
48741157409,"V’ënen Taute: Unmet",-16.15371,167.26022,7040,green,grin,grin,,..,,,0
48741157409,"V’ënen Taute: Unmet",-16.15371,167.26022,7050,yellow,yalo,yalo,,i-wəs,,,0
48741158409,"V’ënen Taute: Hamax",-16.111,167.249,7010,black,blak,blak,,i-mɪt,,,0
48741158409,"V’ënen Taute: Hamax",-16.111,167.249,7020,white,waet,waet,,i-təva,,,0
48741158409,"V’ënen Taute: Hamax",-16.111,167.249,7030,red,red,red,,..,,,0
48741158409,"V’ënen Taute: Hamax",-16.111,167.249,7040,green,grin,grin,,..,,,0
48741158409,"V’ënen Taute: Hamax",-16.111,167.249,7050,yellow,yalo,yalo,,..,,,0
48741322109,"Espiegel’s Bay: Solwota",-15.979,167.192,7010,black,blak,blak,,-loŋ,,,0
48741322109,"Espiegel’s Bay: Solwota",-15.979,167.192,7020,white,waet,waet,,-vʷʊs,,,0
48741322109,"Espiegel’s Bay: Solwota",-15.979,167.192,7030,red,red,red,,-mɛl,,,0
48741322109,"Espiegel’s Bay: Solwota",-15.979,167.192,7040,green,grin,grin,,..,,,0
48741322109,"Espiegel’s Bay: Solwota",-15.979,167.192,7050,yellow,yalo,yalo,,-məɣɛl,,,0
48741324209,"Espiegel’s Bay: Litebral",-15.974,167.193,7010,black,blak,blak,,-loŋ,,,0
48741324209,"Espiegel’s Bay: Litebral",-15.974,167.193,7020,white,waet,waet,,-vʷʊs,,,0
48741324209,"Espiegel’s Bay: Litebral",-15.974,167.193,7030,red,red,red,,-mɛlmɛl,,,0
48741324209,"Espiegel’s Bay: Litebral",-15.974,167.193,7040,green,grin,grin,,..,,,0
48741324209,"Espiegel’s Bay: Litebral",-15.974,167.193,7050,yellow,yalo,yalo,,-mɔmɔɣɛl,,,0
48741324309,"Espiegel’s Bay: Unspecified",-15.98228,167.19103,7010,black,blak,blak,,-loŋloŋ,,,0
48741324309,"Espiegel’s Bay: Unspecified",-15.98228,167.19103,7020,white,waet,waet,,-wus,,,0
48741324309,"Espiegel’s Bay: Unspecified",-15.98228,167.19103,7030,red,red,red,,-mɛl,,,0
48741324309,"Espiegel’s Bay: Unspecified",-15.98228,167.19103,7040,green,grin,grin,,-hʊt͡sɣət͡ʃɛN,,,0
48741324309,"Espiegel’s Bay: Unspecified",-15.98228,167.19103,7050,yellow,yalo,yalo,,-mɔɣmɔɣɛl,,,0
48741326309,"Malua Bay: Coast",-15.98334,167.18798,7010,black,blak,blak,,..,,,0
48741326309,"Malua Bay: Coast",-15.98334,167.18798,7020,white,waet,waet,,-wus,,,0
48741326309,"Malua Bay: Coast",-15.98334,167.18798,7030,red,red,red,,-mial,,,0
48741326309,"Malua Bay: Coast",-15.98334,167.18798,7040,green,grin,grin,,-xɪt͡ʃan,,,0
48741326309,"Malua Bay: Coast",-15.98334,167.18798,7050,yellow,yalo,yalo,,-məɣɛl,,,0
48741327409,"Malua Bay: Petarmul",-16.00022,167.22137,7010,black,blak,blak,,i-loŋ,,,0
48741327409,"Malua Bay: Petarmul",-16.00022,167.22137,7020,white,waet,waet,,i-vus,,,0
48741327409,"Malua Bay: Petarmul",-16.00022,167.22137,7030,red,red,red,,i-mial,,,0
48741327409,"Malua Bay: Petarmul",-16.00022,167.22137,7040,green,grin,grin,,i-xt͡san,,,0
48741327409,"Malua Bay: Petarmul",-16.00022,167.22137,7050,yellow,yalo,yalo,,i-məɣɛl,,,0
48741328309,"Malua Bay: Tiptir",-15.9905,167.21991,7010,black,blak,blak,,i-mʊtmʊt,,,0
48741328309,"Malua Bay: Tiptir",-15.9905,167.21991,7020,white,waet,waet,,i-vus,,,0
48741328309,"Malua Bay: Tiptir",-15.9905,167.21991,7030,red,red,red,,i-mɛl,,,0
48741328309,"Malua Bay: Tiptir",-15.9905,167.21991,7040,green,grin,grin,,i-ɣt͡san,,,0
48741328309,"Malua Bay: Tiptir",-15.9905,167.21991,7050,yellow,yalo,yalo,,i-məɣɛl,,,0
48741328409,"Malua Bay: Marasup",-15.99098,167.2198,7010,black,blak,blak,,i-loŋ,,,0
48741328409,"Malua Bay: Marasup",-15.99098,167.2198,7020,white,waet,waet,,i-vus,,,0
48741328409,"Malua Bay: Marasup",-15.99098,167.2198,7030,red,red,red,,i-mial,,,0
48741328409,"Malua Bay: Marasup",-15.99098,167.2198,7040,green,grin,grin,,i-ɣt͡san,,,0
48741328409,"Malua Bay: Marasup",-15.99098,167.2198,7050,yellow,yalo,yalo,,-mɔmɔɣɛl,,,0
48741345109,"Najit: Tanmial",-15.94786,167.18226,7010,black,blak,blak,,i-loŋ,,,0
48741345109,"Najit: Tanmial",-15.94786,167.18226,7020,white,waet,waet,,i-pɪsax,,,0
48741345109,"Najit: Tanmial",-15.94786,167.18226,7030,red,red,red,,-mɛlmɛl,,,0
48741345109,"Najit: Tanmial",-15.94786,167.18226,7040,green,grin,grin,,..,,,0
48741345109,"Najit: Tanmial",-15.94786,167.18226,7050,yellow,yalo,yalo,,..,,,0
48741365109,"Nese: Tanmial",-15.9305,167.17653,7010,black,blak,blak,,-mot,,,0
48741365109,"Nese: Tanmial",-15.9305,167.17653,7020,white,waet,waet,,-vusɔ,,,0
48741365109,"Nese: Tanmial",-15.9305,167.17653,7030,red,red,red,,-nial,,,0
48741365109,"Nese: Tanmial",-15.9305,167.17653,7040,green,grin,grin,,xat͡ʃɛn,,,0
48741365109,"Nese: Tanmial",-15.9305,167.17653,7050,yellow,yalo,yalo,,-mɪlæx,,,0
48741367209,"Nese: Sanboise",-15.91461,167.17833,7010,black,blak,blak,,-nodt,,,0
48741367209,"Nese: Sanboise",-15.91461,167.17833,7020,white,waet,waet,,..,,,0
48741367209,"Nese: Sanboise",-15.91461,167.17833,7030,red,red,red,,-nial,,,0
48741367209,"Nese: Sanboise",-15.91461,167.17833,7040,green,grin,grin,,..,,,0
48741367209,"Nese: Sanboise",-15.91461,167.17833,7050,yellow,yalo,yalo,,..,,,0
48741556509,"Vao: Beetehul",-15.89728,167.30443,7010,black,blak,blak,,..,,,0
48741556509,"Vao: Beetehul",-15.89728,167.30443,7020,white,waet,waet,,..,,,0
48741556509,"Vao: Beetehul",-15.89728,167.30443,7030,red,red,red,,..,,,0
48741556509,"Vao: Beetehul",-15.89728,167.30443,7040,green,grin,grin,,..,,,0
48741556509,"Vao: Beetehul",-15.89728,167.30443,7050,yellow,yalo,yalo,,..,,,0
48741557509,"Vao: Canada",-15.89978,167.30731,7010,black,blak,blak,,-n̼ot,,,0
48741557509,"Vao: Canada",-15.89978,167.30731,7020,white,waet,waet,,-vuhe,,,0
48741557509,"Vao: Canada",-15.89978,167.30731,7030,red,red,red,,-n̼ɛn̼e,,,0
48741557509,"Vao: Canada",-15.89978,167.30731,7040,green,grin,grin,,-roχe,,,0
48741557509,"Vao: Canada",-15.89978,167.30731,7050,yellow,yalo,yalo,,..,,,0
48741557609,"Vao: Peteri",-15.89887,167.3051,7010,black,blak,blak,,mʷo-n̼ot,,,0
